,a_user_id,b_user_id
41607,20,2590
41617,20,2595
41623,20,2590
41625,20,2590
41628,20,2595
41632,20,2590
41633,20,2590
41636,20,2594
41638,20,2594
41641,20,2591
41645,20,2593
41651,20,2593
41665,20,2594
41679,20,2591
41694,20,2589
41696,20,2589
41699,20,2593
41703,20,2589
41706,20,2589
41710,20,2593
41714,20,2592
41719,20,2593
41721,20,2593
41724,20,2594
41728,20,2594
41729,20,2594
41732,20,2594
41734,20,2594
41737,20,2591
41741,20,2589
41743,20,2589
41746,20,2593
41750,20,2593
41753,20,2593
41757,20,2594
41761,20,2591
41766,20,2589
41772,20,2589
41779,20,2593
41793,20,2592
41800,20,2594
41807,20,2591
41815,20,2593
41817,20,2593
41820,20,2594
41824,20,2594
41825,20,2594
41828,20,2594
41830,20,2594
41833,20,2591
41837,20,2593
41840,20,2593
41844,20,2594
41848,20,2591
41853,20,2590
41855,20,2590
41858,20,2595
41862,20,2590
41864,20,2590
41867,20,2595
41871,20,2595
41872,20,2595
41875,20,2593
41880,20,2593
41886,20,2594
41898,20,2591
41911,20,2594
41912,20,2594
41915,20,2594
41916,20,2594
41919,20,2594
41920,20,2594
41923,20,2589
41925,20,2589
41928,20,2593
41934,73,3128
41936,73,3128
41939,2881,3128
41944,33,3128
41945,33,3128
41948,33,3128
41949,33,3128
41952,33,3128
41954,33,3128
41957,3128,3494
41961,73,3128
41962,73,3128
41965,73,3128
41966,73,3128
41969,73,3128
41971,73,3128
41974,2881,3128
41978,73,3128
41979,73,3128
41982,73,3128
41983,73,3128
41986,3128,3473
41987,3128,3473
41990,73,3128
41991,73,3128
41995,73,3128
41996,73,3128
41999,73,3128
42001,73,3128
42004,3128,3473
42008,121,3128
42009,121,3128
42012,121,3128
42013,121,3128
42016,121,3128
42017,121,3128
42020,121,3128
42021,121,3128
42024,121,3128
42025,121,3128
42028,121,3128
42029,121,3128
42032,121,3128
42033,121,3128
42036,33,3128
42037,33,3128
42040,121,3128
42041,121,3128
42044,33,3128
42045,33,3128
42048,33,3128
42049,33,3128
42052,33,3128
42053,33,3128
42056,121,3128
42057,121,3128
42060,33,3128
42061,33,3128
42064,121,3128
42065,121,3128
42068,121,3128
42069,121,3128
42072,121,3128
42073,121,3128
42076,121,3128
42077,121,3128
42080,121,3128
42081,121,3128
42084,33,3128
42085,33,3128
42088,121,3128
42089,121,3128
42092,33,3128
42093,33,3128
42096,33,3128
42097,33,3128
42100,121,3128
42101,121,3128
42104,33,3128
42105,33,3128
42108,33,3128
42109,33,3128
42112,33,3128
42113,33,3128
42116,33,3128
42117,33,3128
42120,33,3128
42121,33,3128
42124,33,3128
42125,33,3128
42128,33,3128
42129,33,3128
42132,33,3128
42133,33,3128
42143,1011,3128
42144,1011,3128
42157,33,3128
42159,33,3128
42162,3128,3494
42167,3031,3128
42168,3031,3128
42177,2573,3128
42178,2573,3128
42181,2573,3128
42182,2573,3128
42185,2573,3128
42186,2573,3128
42189,2573,3128
42190,2573,3128
42193,3128,3197
42195,3128,3197
42198,2573,3128
42202,2573,3128
42203,2573,3128
42206,2573,3128
42207,2573,3128
42211,3128,3197
42223,3128,3197
42237,2573,3128
42251,3128,3297
42259,3128,3197
42261,3128,3197
42264,2573,3128
42268,3128,3197
42270,3128,3197
42273,2573,3128
42277,3128,3197
42279,3128,3197
42282,2573,3128
42286,3128,3197
42287,3128,3197
42290,3128,3197
42292,3128,3197
42295,2573,3128
42299,3128,3197
42300,3128,3197
42303,2573,3128
42304,2573,3128
42307,3128,3197
42309,3128,3197
42312,2573,3128
42316,3128,3197
42319,3128,3197
42323,2573,3128
42327,3128,3297
42332,3128,3197
42335,3128,3197
42339,2573,3128
42343,3128,3297
42348,3128,3197
42350,3128,3197
42353,2573,3128
42357,3128,3197
42360,3128,3197
42364,2573,3128
42368,3128,3297
42373,3128,3197
42375,3128,3197
42378,2573,3128
42382,2573,3128
42383,2573,3128
42386,3128,3197
42388,3128,3197
42391,2573,3128
42395,3128,3197
42397,3128,3197
42400,2573,3128
42404,3031,3128
42405,3031,3128
42408,3031,3128
42409,3031,3128
42413,3031,3128
42414,3031,3128
42418,3128,3197
42419,3128,3197
42423,3128,3197
42433,3128,3197
42445,2573,3128
42451,3128,3297
42458,3128,3197
42460,3128,3197
42463,3128,3297
42467,2573,3128
42468,2573,3128
42471,3128,3197
42473,3128,3197
42476,3128,3297
42480,3128,3197
42482,3128,3197
42485,2573,3128
42490,3128,3197
42500,3128,3197
42512,2573,3128
42518,3128,3297
42525,3128,3197
42526,3128,3197
42529,3128,3197
42531,3128,3197
42534,2573,3128
42538,3128,3197
42540,3128,3197
42543,2573,3128
42547,3128,3197
42549,3128,3197
42552,2573,3128
42556,3128,3197
42557,3128,3197
42560,3128,3197
42562,3128,3197
42565,2573,3128
42569,3128,3197
42570,3128,3197
42573,3128,3197
42574,3128,3197
42577,3128,3197
42579,3128,3197
42582,2573,3128
42586,3128,3197
42589,3128,3197
42593,2573,3128
42597,3128,3297
42602,3128,3197
42605,3128,3197
42609,2573,3128
42613,3128,3297
42618,3128,3197
42619,3128,3197
42622,3128,3197
42624,3128,3197
42627,2573,3128
42631,3128,3197
42634,3128,3197
42638,2573,3128
42642,3128,3297
42647,3128,3197
42648,3128,3197
42651,3128,3197
42653,3128,3197
42656,2573,3128
42660,3128,3197
42662,3128,3197
42665,2573,3128
42669,3128,3197
42671,3128,3197
42674,3128,3225
42678,3128,3197
42680,3128,3197
42683,3128,3225
42687,3128,3197
42689,3128,3197
42692,3128,3225
42696,3128,3197
42698,3128,3197
42701,3128,3225
42705,3128,3197
42707,3128,3197
42710,3128,3297
42714,3128,3197
42716,3128,3197
42719,2573,3128
42723,33,3128
42725,33,3128
42728,3128,3494
42732,3031,3128
42733,3031,3128
42737,3031,3128
42738,3031,3128
42749,3128,3197
42751,3128,3197
42754,3128,3225
42758,33,3128
42759,33,3128
42766,3128,3473
42767,3128,3473
42770,3128,3225
42771,3128,3225
42777,3128,3197
42779,3128,3197
42782,3128,3225
42787,3128,3225
42788,3128,3225
42791,3128,3225
42792,3128,3225
42796,3128,3197
42798,3128,3197
42801,3128,3225
42807,73,3128
42808,73,3128
42813,73,3467
42814,73,3467
42817,73,3467
42818,73,3467
42882,73,3473
42883,73,3473
42888,73,3473
42889,73,3473
42892,73,3473
42893,73,3473
42899,73,3467
42900,73,3467
42903,73,3467
42904,73,3467
42907,73,3467
42908,73,3467
42914,24,2795
42922,24,2795
42927,24,2793
42932,24,2791
42938,24,54
42940,24,54
42943,24,2789
42948,24,2793
42950,24,2793
42953,24,2791
42957,24,2788
42958,24,2788
42961,24,2788
42962,24,2788
42965,24,54
42967,24,54
42970,24,2789
42974,24,2793
42976,24,2793
42979,24,2791
42983,24,2793
42990,24,2793
42998,24,2791
43006,24,2798
43014,24,2809
43022,24,2801
43030,24,2806
43038,24,2804
43047,24,2793
43049,24,2793
43052,24,2791
43056,24,2788
43057,24,2788
43060,24,2797
43061,24,2797
43064,24,2797
43065,24,2797
43069,24,54
43071,24,54
43074,24,2789
43080,24,2789
43081,24,2789
43084,24,2794
43085,24,2794
43092,24,54
43094,24,54
43097,24,2789
43104,24,2792
43105,24,2792
43110,24,2792
43112,24,2792
43115,24,2808
43121,24,2788
43127,24,2788
43131,24,2794
43136,24,54
43138,24,54
43141,24,2789
43145,24,54
43147,24,54
43150,24,2789
43155,24,54
43157,24,54
43160,24,2789
43164,24,54
43166,24,54
43169,24,2789
43173,24,54
43175,24,54
43178,24,2789
43183,24,2789
43184,24,2789
43187,24,54
43189,24,54
43192,24,2789
43196,24,54
43198,24,54
43201,24,2789
43205,24,54
43207,24,54
43210,24,2789
43214,24,54
43216,24,54
43219,24,2789
43223,24,54
43225,24,54
43228,24,2789
43232,24,54
43234,24,54
43237,24,2789
43241,24,2789
43242,24,2789
43245,24,2789
43246,24,2789
43249,24,54
43251,24,54
43254,24,2789
43258,24,54
43260,24,54
43263,24,2789
43267,24,54
43269,24,54
43272,24,2789
43276,24,2788
43277,24,2788
43280,24,2788
43281,24,2788
43284,24,2788
43285,24,2788
43288,24,2788
43290,24,2788
43297,24,2788
43299,24,2788
43306,24,2793
43309,24,2793
43313,24,2791
43322,24,2793
43325,24,2793
43329,24,2791
43338,24,2793
43340,24,2793
43343,24,2791
43347,24,2793
43350,24,2793
43354,24,2791
43358,24,2798
43363,24,2793
43365,24,2793
43368,24,2791
43372,24,2792
43374,24,2792
43381,24,2793
43384,24,2793
43392,24,2791
43397,24,2793
43401,24,2793
43411,24,2791
43416,24,2798
43422,24,2793
43424,24,2793
43427,24,2791
43431,24,2793
43434,24,2793
43438,24,2791
43442,24,2798
43447,24,2793
43449,24,2793
43452,24,2791
43456,24,2792
43458,24,2792
43461,24,2808
43465,24,2793
43468,24,2793
43476,24,2791
43481,24,2793
43485,24,2793
43495,24,2791
43500,24,2798
43506,24,2793
43508,24,2793
43511,24,2791
43515,24,2793
43518,24,2793
43522,24,2791
43526,24,2798
43531,24,2793
43533,24,2793
43536,24,2791
43540,24,2794
43541,24,2794
43544,24,2795
43545,24,2795
43548,24,2794
43549,24,2794
43552,24,2797
43553,24,2797
43556,24,2797
43558,24,2797
43565,24,2792
43567,24,2792
43570,24,2808
43574,24,2792
43576,24,2792
43579,24,2808
43583,24,2792
43585,24,2792
43588,24,2808
43593,29,2623
43595,29,2623
43598,29,2646
43602,29,2956
43603,29,2956
43606,29,2972
43608,29,2972
43611,29,2973
43615,29,2956
43616,29,2956
43619,29,2947
43620,29,2947
43627,29,2623
43630,29,2623
43634,29,2283
43638,29,2947
43643,29,2646
43644,29,2646
43648,29,2954
43651,29,2954
43655,29,2951
43659,29,2948
43664,29,2954
43667,29,2954
43671,29,2951
43675,29,2948
43680,29,2646
43681,29,2646
43684,29,2951
43687,29,2951
43691,29,2968
43695,29,2955
43700,29,2646
43701,29,2646
43704,29,2623
43707,29,2623
43711,29,2283
43715,29,2947
43720,29,2646
43721,29,2646
43724,29,2646
43725,29,2646
43731,29,2951
43735,29,2951
43740,29,2646
43741,29,2646
43744,29,2646
43745,29,2646
43749,29,2955
43759,29,2955
43765,29,2957
43771,29,2946
43777,29,2950
43784,29,2646
43786,29,2646
43789,29,2960
43793,29,2951
43794,29,2951
43797,29,2646
43798,29,2646
43801,29,2950
43802,29,2950
43805,29,2957
43808,29,2957
43812,29,2946
43816,29,2950
43821,29,2951
43822,29,2951
43825,29,2630
43826,29,2630
43833,29,2971
43834,29,2971
43845,29,2952
43848,29,2952
43852,29,2962
43856,29,2970
43861,29,2952
43862,29,2952
43865,29,2952
43867,29,2952
43870,29,2961
43875,29,2952
43877,29,2952
43880,29,2963
43884,29,2952
43885,29,2952
43888,29,2623
43891,29,2623
43895,29,2283
43899,29,2947
43904,29,2623
43907,29,2623
43911,29,2283
43915,29,2947
43920,29,2623
43923,29,2623
43927,29,2283
43931,29,2947
43936,29,2623
43939,29,2623
43943,29,2283
43947,29,2947
43952,29,2623
43954,29,2623
43957,29,2646
43961,29,2623
43964,29,2623
43968,29,2283
43972,29,2947
43977,29,2623
43980,29,2623
43984,29,2283
43988,29,2947
43993,29,2623
43995,29,2623
43998,29,2646
44002,29,2623
44004,29,2623
44007,29,2646
44011,29,2623
44013,29,2623
44016,29,2646
44020,29,2957
44024,29,2957
44029,29,2946
44034,29,2950
44039,29,2945
44045,29,2957
44048,29,2957
44052,29,2946
44056,29,2950
44061,29,2947
44062,29,2947
44065,29,2623
44068,29,2623
44072,29,2283
44076,29,2947
44081,29,2623
44084,29,2623
44088,29,2283
44092,29,2947
44097,29,2954
44100,29,2954
44104,29,2951
44108,29,2948
44113,29,2954
44116,29,2954
44120,29,2951
44124,29,2948
44129,29,2957
44134,29,2957
44140,29,2946
44152,29,2950
44165,29,2950
44166,29,2950
44169,29,2957
44172,29,2957
44176,29,2946
44180,29,2950
44185,29,2957
44190,29,2957
44196,29,2946
44208,29,2950
44221,29,2957
44224,29,2957
44228,29,2946
44232,29,2950
44237,29,2954
44240,29,2954
44244,29,2951
44248,29,2948
44253,29,2954
44256,29,2954
44260,29,2951
44264,29,2948
44269,29,2951
44272,29,2951
44276,29,2968
44280,29,2955
44285,29,2951
44286,29,2951
44289,29,2951
44290,29,2951
44293,29,2951
44294,29,2951
44297,29,2954
44300,29,2954
44304,29,2951
44308,29,2948
44313,29,2954
44316,29,2954
44320,29,2951
44324,29,2948
44329,29,2951
44332,29,2951
44336,29,2968
44340,29,2955
44345,29,2951
44348,29,2951
44352,29,2968
44356,29,2955
44361,29,2955
44362,29,2955
44365,29,2952
44368,29,2952
44372,29,2962
44376,29,2970
44381,29,2952
44382,29,2952
44385,29,2956
44386,29,2956
44389,29,2956
44390,29,2956
44393,29,2952
44396,29,2952
44404,29,2961
44409,29,2952
44411,29,2952
44414,29,2963
44418,29,2952
44419,29,2952
44422,29,2957
44428,29,2957
44442,29,2946
44456,29,2950
44471,29,2957
44474,29,2957
44478,29,2946
44482,29,2950
44487,29,2959
44488,29,2959
44491,29,2646
44493,29,2646
44496,29,2960
44501,29,2952
44503,29,2952
44506,29,2961
44514,29,2971
44515,29,2971
44519,29,2957
44523,29,2957
44528,29,2946
44533,29,2950
44538,29,2958
44545,29,2957
44548,29,2957
44552,29,2946
44556,29,2950
44561,29,2952
44564,29,2952
44568,29,2962
44572,29,2970
44577,29,2952
44579,29,2952
44582,29,2963
44586,29,2951
44589,29,2951
44593,29,2968
44597,29,2955
44602,29,2623
44604,29,2623
44607,29,2646
44611,29,2952
44614,29,2952
44618,29,2962
44622,29,2970
44627,29,2971
44628,29,2971
44631,29,2971
44632,29,2971
44635,29,2972
44637,29,2972
44640,29,2973
44644,29,2972
44646,29,2972
44649,29,2973
44665,132,2520
44666,132,2520
44669,132,3256
44670,132,3256
44675,132,3231
44676,132,3231
44679,132,3231
44680,132,3231
44685,132,3256
44686,132,3256
44689,132,1188
44690,132,1188
44693,132,3091
44694,132,3091
44700,132,3256
44701,132,3256
44704,108,132
44705,108,132
44719,132,3256
44727,132,3256
44737,108,132
44749,132,3256
44753,132,3256
44757,132,3256
44758,132,3256
44761,132,3256
44762,132,3256
44766,132,3256
44772,132,3256
44787,132,3124
44788,132,3124
44791,132,3256
44792,132,3256
44795,132,3256
44796,132,3256
44799,132,1188
44800,132,1188
44805,132,3256
44806,132,3256
44809,108,132
44810,108,132
44813,132,3256
44814,132,3256
44817,132,3256
44818,132,3256
44821,108,132
44822,108,132
44826,132,3256
44827,132,3256
44830,132,3256
44831,132,3256
44835,132,3256
44837,132,3256
44840,108,132
44845,132,3256
44851,132,3256
44862,132,3256
44868,132,3256
44872,108,132
44878,132,3256
44886,132,3256
44896,132,3099
44902,108,132
44903,108,132
44906,132,3231
44907,132,3231
44910,132,3231
44911,132,3231
44914,132,2200
44917,132,2200
44921,132,1858
44925,132,2245
44930,132,2200
44933,132,2200
44937,132,1858
44941,132,2245
44946,132,2520
44947,132,2520
44951,132,3099
44952,132,3099
44955,132,3256
44956,132,3256
44959,132,3256
44960,132,3256
44963,132,3231
44964,132,3231
44968,132,3231
44969,132,3231
44972,132,3231
44973,132,3231
44976,132,3231
44977,132,3231
44980,132,3231
44981,132,3231
44984,132,3231
44985,132,3231
44988,132,3231
44989,132,3231
44992,132,3231
44993,132,3231
44996,108,132
44997,108,132
45000,132,3231
45001,132,3231
45004,132,3099
45005,132,3099
45008,132,3256
45009,132,3256
45012,132,3256
45013,132,3256
45017,132,3256
45018,132,3256
45021,108,132
45022,108,132
45033,132,3256
45034,132,3256
45037,132,3256
45038,132,3256
45043,132,3256
45044,132,3256
45049,132,3256
45050,132,3256
45053,132,3099
45054,132,3099
45058,132,3256
45059,132,3256
45062,132,3256
45063,132,3256
45067,132,3256
45073,132,3256
45084,132,3099
45085,132,3099
45088,132,3099
45089,132,3099
45092,132,3962
45094,132,3962
45097,132,3091
45101,132,3091
45102,132,3091
45105,132,3091
45106,132,3091
45109,132,3091
45110,132,3091
45113,132,3100
45114,132,3100
45117,132,3100
45118,132,3100
45121,132,3100
45122,132,3100
45125,132,3100
45126,132,3100
45129,132,3035
45132,132,3035
45136,132,3100
45145,132,3035
45148,132,3035
45152,132,3100
45161,132,3231
45162,132,3231
45165,132,3231
45166,132,3231
45169,132,3231
45170,132,3231
45174,132,3231
45175,132,3231
45178,132,3231
45179,132,3231
45184,132,3231
45188,132,3231
45192,132,3231
45193,132,3231
45196,132,3231
45197,132,3231
45200,132,3231
45201,132,3231
45204,132,3231
45205,132,3231
45208,132,3231
45209,132,3231
45212,132,3231
45213,132,3231
45216,132,3231
45217,132,3231
45220,132,3231
45221,132,3231
45224,132,3231
45225,132,3231
45228,132,3231
45229,132,3231
45232,132,3231
45233,132,3231
45236,132,3231
45237,132,3231
45241,132,3256
45242,132,3256
45245,132,3256
45246,132,3256
45249,132,3231
45250,132,3231
45253,132,3231
45254,132,3231
45257,132,3231
45258,132,3231
45261,132,3231
45262,132,3231
45265,132,3256
45266,132,3256
45269,132,3256
45270,132,3256
45273,132,3256
45274,132,3256
45278,132,3256
45279,132,3256
45282,108,132
45283,108,132
45286,132,3256
45287,132,3256
45290,132,3256
45291,132,3256
45295,132,3256
45296,132,3256
45299,132,3256
45300,132,3256
45303,132,3256
45305,132,3256
45308,108,132
45314,132,3256
45329,132,3256
45349,132,3256
45350,132,3256
45353,132,3256
45354,132,3256
45357,132,3256
45358,132,3256
45362,132,3256
45368,132,3256
45377,132,3256
45378,132,3256
45381,132,3962
45383,132,3962
45386,132,3091
45390,132,3091
45391,132,3091
45394,4,34
45396,4,34
45399,34,1290
45403,4,34
45406,4,34
45410,34,1290
45414,34,1199
45419,4,34
45420,4,34
45423,4,34
45424,4,34
45429,34,1290
45430,34,1290
45441,34,1290
45442,34,1290
45446,4,34
45448,4,34
45451,34,1290
45455,4,34
45458,4,34
45462,34,1290
45466,34,1199
45473,4,34
45474,4,34
45490,34,3829
45491,34,3829
45494,34,1046
45495,34,1046
45498,34,3884
45499,34,3884
45509,34,3884
45510,34,3884
45515,34,1290
45516,34,1290
45519,34,1290
45520,34,1290
45531,34,3851
45532,34,3851
45540,34,3851
45541,34,3851
45546,34,1290
45547,34,1290
45550,34,456
45551,34,456
45554,34,1290
45555,34,1290
45564,34,1290
45565,34,1290
45569,34,3829
45570,34,3829
45574,34,3829
45575,34,3829
45585,34,3829
45586,34,3829
45589,34,3829
45590,34,3829
45593,34,3829
45594,34,3829
45597,34,3879
45598,34,3879
45602,34,3829
45603,34,3829
45606,34,1278
45607,34,1278
45610,34,1290
45611,34,1290
45617,34,3829
45618,34,3829
45622,34,3829
45623,34,3829
45626,34,3829
45627,34,3829
45634,34,1278
45635,34,1278
45638,34,1278
45639,34,1278
45672,34,3874
45673,34,3874
45676,34,3829
45677,34,3829
45681,34,1278
45682,34,1278
45686,34,3884
45690,34,3884
45695,34,1278
45696,34,1278
45700,34,3879
45701,34,3879
45706,34,3829
45707,34,3829
45711,34,3829
45712,34,3829
45715,34,3829
45716,34,3829
45719,34,3829
45720,34,3829
45723,34,3829
45724,34,3829
45727,34,3829
45728,34,3829
45731,34,3829
45732,34,3829
45735,34,3829
45736,34,3829
45739,34,3829
45740,34,3829
45743,34,456
45744,34,456
45747,34,1290
45748,34,1290
45751,34,1290
45752,34,1290
45755,4,34
45757,4,34
45760,34,1290
45764,4,34
45765,4,34
45770,34,1046
45771,34,1046
45774,4,34
45776,4,34
45779,34,1290
45783,4,34
45786,4,34
45790,34,1290
45794,34,1199
45799,4,34
45801,4,34
45804,34,1290
45808,4,34
45811,4,34
45815,34,1290
45819,34,1199
45824,34,1278
45825,34,1278
45828,34,1278
45829,34,1278
45832,34,1278
45833,34,1278
45836,34,1278
45837,34,1278
45840,34,1278
45841,34,1278
45844,34,1290
45845,34,1290
45848,34,1290
45849,34,1290
45852,4,34
45854,4,34
45857,34,1290
45861,4,34
45864,4,34
45868,34,1290
45872,34,1199
45877,34,1046
45878,34,1046
45881,34,1290
45882,34,1290
45885,34,1290
45886,34,1290
45889,34,1290
45890,34,1290
45893,34,1290
45894,34,1290
45897,34,1290
45898,34,1290
45901,34,1290
45902,34,1290
45905,34,3884
45906,34,3884
45910,34,3884
45911,34,3884
45914,34,3884
45915,34,3884
45918,34,3884
45919,34,3884
45926,34,3829
45927,34,3829
45932,34,3829
45933,34,3829
45936,34,3829
45937,34,3829
45940,34,3829
45941,34,3829
45944,34,3829
45945,34,3829
45956,34,3884
45957,34,3884
45972,34,3851
45973,34,3851
45979,34,3851
45980,34,3851
45995,34,1290
45996,34,1290
45999,34,1290
46000,34,1290
46005,34,3879
46006,34,3879
46013,34,3879
46014,34,3879
46026,34,3829
46027,34,3829
46039,34,3829
46040,34,3829
46043,34,3829
46044,34,3829
46047,34,3829
46048,34,3829
46051,34,3829
46052,34,3829
46055,34,3829
46056,34,3829
46059,34,3829
46060,34,3829
46063,34,3829
46064,34,3829
46067,34,3829
46068,34,3829
46071,34,3829
46072,34,3829
46084,34,1290
46085,34,1290
46089,34,1290
46090,34,1290
46093,34,3879
46094,34,3879
46097,34,3884
46098,34,3884
46101,34,3884
46102,34,3884
46107,34,3874
46108,34,3874
46112,4,1216
46113,4,1216
46121,4,1216
46122,4,1216
46133,4,1216
46134,4,1216
46138,4,1216
46140,4,1216
46143,4,1231
46147,4,1225
46148,4,1225
46152,4,1235
46155,4,1235
46159,4,1290
46163,4,1199
46168,4,1206
46169,4,1206
46173,4,1213
46174,4,1213
46181,4,1210
46182,4,1210
46185,4,1235
46186,4,1235
46189,4,1217
46191,4,1217
46194,4,1213
46200,4,1216
46201,4,1216
46204,4,1224
46205,4,1224
46208,4,1219
46209,4,1219
46212,4,1235
46213,4,1235
46216,4,1196
46217,4,1196
46221,4,1235
46223,4,1235
46226,4,1236
46230,4,1234
46231,4,1234
46234,4,1217
46236,4,1217
46239,4,871
46243,4,1318
46244,4,1318
46247,4,1044
46248,4,1044
46255,4,1238
46256,4,1238
46259,4,1219
46261,4,1219
46264,4,1205
46270,4,1235
46272,4,1235
46275,4,826
46282,4,871
46283,4,871
46287,4,1227
46288,4,1227
46291,4,1227
46292,4,1227
46307,4,478
46308,4,478
46312,4,478
46313,4,478
46322,4,1212
46323,4,1212
46327,4,478
46328,4,478
46334,4,1211
46335,4,1211
46338,4,1198
46339,4,1198
46342,4,1295
46344,4,1295
46347,4,1241
46352,4,1211
46353,4,1211
46356,4,1211
46357,4,1211
46361,4,1229
46362,4,1229
46373,4,1240
46374,4,1240
46378,4,1198
46380,4,1198
46383,4,1215
46387,4,1081
46388,4,1081
46394,4,1198
46396,4,1198
46399,4,1215
46404,4,91
46406,4,91
46409,4,1220
46414,4,91
46415,4,91
46418,4,1081
46419,4,1081
46428,4,1198
46429,4,1198
46434,4,91
46435,4,91
46440,4,91
46441,4,91
46447,4,1098
46448,4,1098
46451,4,1098
46452,4,1098
46466,4,1098
46467,4,1098
46471,4,1098
46472,4,1098
46475,4,1098
46476,4,1098
46479,4,1098
46480,4,1098
46486,4,91
46487,4,91
46493,4,91
46494,4,91
46497,4,1198
46498,4,1198
46501,4,1230
46502,4,1230
46510,4,1295
46511,4,1295
46515,4,1283
46519,4,1283
46523,4,1219
46525,4,1219
46528,4,1283
46532,4,1198
46533,4,1198
46536,4,1081
46537,4,1081
46540,4,1227
46541,4,1227
46544,4,1227
46545,4,1227
46548,4,91
46550,4,91
46553,4,1220
46557,4,91
46558,4,91
46561,4,91
46562,4,91
46565,4,91
46566,4,91
46569,4,91
46570,4,91
46573,4,91
46574,4,91
46626,4,91
46627,4,91
46635,4,91
46636,4,91
46648,4,1295
46649,4,1295
46652,4,1081
46653,4,1081
46657,4,478
46658,4,478
46661,4,478
46662,4,478
46665,4,478
46666,4,478
46669,4,1235
46671,4,1235
46674,4,1236
46678,4,1295
46680,4,1295
46683,4,1241
46688,4,1081
46689,4,1081
46694,4,1198
46696,4,1198
46699,4,1215
46704,4,1198
46706,4,1198
46709,4,1215
46714,4,1081
46715,4,1081
46722,4,1295
46723,4,1295
46726,4,1081
46727,4,1081
46731,4,1295
46733,4,1295
46736,4,1241
46741,4,1235
46743,4,1235
46746,4,826
46750,4,1216
46751,4,1216
46754,4,1217
46756,4,1217
46759,4,871
46763,4,1238
46764,4,1238
46767,4,871
46768,4,871
46772,4,1081
46773,4,1081
46776,4,1044
46777,4,1044
46780,4,1044
46781,4,1044
46785,4,1081
46786,4,1081
46789,4,1081
46790,4,1081
46793,4,1098
46794,4,1098
46797,4,1098
46798,4,1098
46801,4,1098
46802,4,1098
46805,4,1098
46806,4,1098
46809,4,1098
46810,4,1098
46813,4,1098
46814,4,1098
46818,4,1196
46826,4,1196
46842,4,1196
46843,4,1196
46846,4,1235
46849,4,1235
46853,4,1290
46857,4,1199
46862,4,1198
46863,4,1198
46866,4,1198
46868,4,1198
46871,4,1215
46875,4,1198
46877,4,1198
46880,4,1215
46884,4,1198
46885,4,1198
46888,4,1198
46889,4,1198
46892,4,1198
46893,4,1198
46901,4,1219
46903,4,1219
46906,4,1205
46911,4,1206
46913,4,1206
46920,4,1210
46921,4,1210
46924,4,1211
46925,4,1211
46928,4,1211
46929,4,1211
46932,4,1211
46933,4,1211
46936,4,1213
46937,4,1213
46940,4,1217
46943,4,1217
46947,4,1213
46957,4,1198
46959,4,1198
46962,4,1215
46966,4,1198
46968,4,1198
46971,4,1215
46975,4,1198
46976,4,1198
46979,4,1216
46980,4,1216
46983,4,1216
46984,4,1216
46987,4,1216
46988,4,1216
46991,4,1216
46993,4,1216
46996,4,1231
47000,4,1217
47002,4,1217
47005,4,1213
47009,4,1216
47010,4,1216
47013,4,1217
47015,4,1217
47018,4,1213
47022,4,1217
47024,4,1217
47027,4,871
47032,4,1219
47033,4,1219
47036,4,1219
47038,4,1219
47041,4,1205
47045,4,1283
47046,4,1283
47049,4,1219
47051,4,1219
47054,4,1283
47058,4,91
47060,4,91
47063,4,1220
47067,4,1227
47068,4,1227
47071,4,1227
47072,4,1227
47075,4,1227
47076,4,1227
47079,4,1044
47080,4,1044
47083,4,1206
47084,4,1206
47087,4,1224
47088,4,1224
47091,4,1216
47093,4,1216
47096,4,1231
47100,4,1225
47101,4,1225
47104,4,1206
47105,4,1206
47108,4,1224
47109,4,1224
47112,4,1227
47113,4,1227
47116,4,1227
47117,4,1227
47120,4,1229
47121,4,1229
47124,4,1230
47125,4,1230
47128,4,1216
47130,4,1216
47133,4,1231
47137,4,1235
47140,4,1235
47144,4,1290
47148,4,1199
47153,4,1235
47154,4,1235
47157,4,1235
47158,4,1235
47161,4,1235
47163,4,1235
47166,4,1236
47170,4,1238
47171,4,1238
47174,4,1235
47176,4,1235
47179,4,826
47183,4,1235
47185,4,1235
47188,4,1236
47192,4,1238
47193,4,1238
47196,4,1240
47197,4,1240
47200,4,1295
47202,4,1295
47205,4,1241
47210,4,1217
47213,4,1217
47217,4,1213
47227,4,1081
47228,4,1081
47231,4,1216
47232,4,1216
47235,4,1216
47236,4,1216
47242,4,1210
47243,4,1210
47246,4,1283
47248,4,1283
47255,4,1219
47257,4,1219
47260,4,1283
47268,4,871
47269,4,871
47272,4,1227
47273,4,1227
47276,4,1227
47277,4,1227
47280,4,1211
47281,4,1211
47284,4,1211
47285,4,1211
47288,4,1211
47289,4,1211
47292,4,1283
47293,4,1283
47297,4,478
47298,4,478
47301,4,478
47302,4,478
47311,4,1198
47312,4,1198
47317,4,1198
47319,4,1198
47322,4,1215
47326,4,1198
47328,4,1198
47331,4,1215
47335,4,1238
47336,4,1238
47340,4,1198
47341,4,1198
47344,4,1198
47345,4,1198
47350,4,1295
47352,4,1295
47355,4,1241
47360,4,1295
47361,4,1295
47372,4,1229
47373,4,1229
47376,4,1238
47378,4,1238
47381,4,1300
47386,4,1318
47387,4,1318
47393,4,1198
