2,6
2,15
2,17
2,18
2,92
2,117
2,118
2,134
2,143
2,175
2,210
2,243
2,274
2,286
2,294
2,327
2,328
2,333
2,356
2,411
2,478
2,496
2,505
2,508
2,509
2,518
2,558
2,635
2,655
2,701
2,708
2,739
2,741
2,752
2,757
2,762
2,770
2,789
2,799
2,812
2,827
2,877
2,950
2,960
2,966
2,976
2,988
2,991
2,1007
2,1037
2,1050
2,1067
2,1069
2,1150
2,1160
2,1187
2,1196
2,1228
2,1239
2,1247
2,1258
2,1270
2,1284
2,1305
2,1308
2,1331
2,1335
2,1338
2,1341
2,1346
2,1353
2,1400
2,1410
2,1421
2,1448
2,1481
2,1501
2,1506
2,1703
2,1751
2,1762
2,1790
2,1802
2,1804
2,1809
2,1832
2,1874
2,1886
2,1892
2,1899
2,1939
2,1940
2,1979
2,2004
2,2107
2,2170
2,2192
2,2200
2,2206
2,2222
2,2224
2,2260
2,2275
2,2296
2,2300
2,2349
2,2365
2,2407
2,2495
2,2532
2,2576
2,2593
2,2601
2,2604
2,2609
2,2615
2,2729
2,2749
2,2763
2,2768
2,2801
2,2806
2,2809
2,2817
2,2821
2,2921
2,2937
2,2944
2,3054
2,3164
2,3220
2,3231
2,3236
2,3330
2,3337
2,3340
2,3343
2,3377
2,3378
2,3402
2,3408
2,3430
2,3438
2,3439
2,3451
2,3473
2,3514
2,3519
2,3556
2,3619
2,3621
2,3625
2,3658
2,3685
2,3731
2,3734
2,3765
2,3784
2,3796
2,3811
2,3815
2,3860
2,3950
3,1
3,4
3,17
3,37
3,55
3,71
3,78
3,81
3,94
3,104
3,118
3,122
3,128
3,138
3,143
3,158
3,175
3,186
3,192
3,218
3,222
3,223
3,237
3,245
3,262
3,302
3,327
3,336
3,338
3,352
3,370
3,371
3,383
3,388
3,394
3,412
3,451
3,456
3,459
3,472
3,473
3,485
3,494
3,518
3,522
3,528
3,548
3,571
3,590
3,603
3,605
3,610
3,616
3,631
3,641
3,647
3,648
3,670
3,671
3,700
3,706
3,707
3,713
3,715
3,720
3,723
3,725
3,746
3,762
3,779
3,789
3,812
3,831
3,878
3,894
3,899
3,910
3,913
3,918
3,926
3,935
3,951
3,952
3,980
3,985
3,996
3,1018
3,1043
3,1054
3,1060
3,1062
3,1064
3,1067
3,1074
3,1083
3,1087
3,1090
3,1092
3,1105
3,1108
3,1115
3,1118
3,1119
3,1122
3,1150
3,1151
3,1157
3,1167
3,1172
3,1204
3,1215
3,1223
3,1247
3,1251
3,1252
3,1264
3,1280
3,1289
3,1325
3,1330
3,1370
3,1374
3,1377
3,1388
3,1402
3,1412
3,1426
3,1454
3,1457
3,1464
3,1481
3,1486
3,1490
3,1502
3,1507
3,1522
3,1531
3,1532
3,1676
3,1694
3,1700
3,1732
3,1735
3,1741
3,1751
3,1775
3,1792
3,1823
3,1833
3,1835
3,1836
3,1849
3,1861
3,1869
3,1880
3,1903
3,1907
3,1912
3,1938
3,1947
3,2013
3,2040
3,2069
3,2110
3,2173
3,2200
3,2206
3,2214
3,2215
3,2217
3,2222
3,2229
3,2244
3,2265
3,2269
3,2275
3,2362
3,2425
3,2458
3,2503
3,2513
3,2519
3,2548
3,2579
3,2584
3,2597
3,2600
3,2601
3,2729
3,2755
3,2763
3,2767
3,2768
3,2772
3,2781
3,2782
3,2784
3,2884
3,2887
3,2897
3,2916
3,2929
3,2930
3,2935
3,2936
3,3035
3,3122
3,3150
3,3165
3,3236
3,3293
3,3332
3,3335
3,3353
3,3407
3,3414
3,3459
3,3465
3,3470
3,3478
3,3483
3,3489
3,3503
3,3519
3,3527
3,3528
3,3533
3,3539
3,3549
3,3551
3,3559
3,3606
3,3613
3,3624
3,3635
3,3642
3,3646
3,3666
3,3668
3,3682
3,3684
3,3693
3,3695
3,3704
3,3714
3,3724
3,3737
3,3750
3,3768
3,3772
3,3786
3,3798
3,3811
3,3824
3,3828
3,3834
3,3866
3,3882
3,3883
3,3887
3,3962
4,2
4,12
4,30
4,54
4,79
4,85
4,86
4,88
4,91
4,94
4,99
4,117
4,118
4,135
4,137
4,138
4,151
4,154
4,165
4,169
4,180
4,186
4,188
4,189
4,210
4,226
4,233
4,253
4,268
4,375
4,376
4,382
4,416
4,419
4,430
4,441
4,451
4,464
4,466
4,471
4,472
4,478
4,486
4,495
4,498
4,517
4,536
4,541
4,546
4,553
4,558
4,562
4,566
4,568
4,569
4,574
4,581
4,593
4,603
4,624
4,629
4,638
4,650
4,659
4,675
4,688
4,702
4,704
4,723
4,734
4,742
4,754
4,769
4,772
4,792
4,822
4,824
4,842
4,844
4,847
4,865
4,866
4,882
4,892
4,898
4,900
4,904
4,908
4,916
4,922
4,923
4,929
4,955
4,959
4,965
4,969
4,1004
4,1013
4,1015
4,1029
4,1037
4,1044
4,1060
4,1069
4,1073
4,1075
4,1092
4,1119
4,1127
4,1157
4,1159
4,1160
4,1174
4,1196
4,1198
4,1217
4,1218
4,1231
4,1236
4,1240
4,1258
4,1265
4,1266
4,1271
4,1277
4,1282
4,1288
4,1293
4,1305
4,1306
4,1313
4,1320
4,1323
4,1331
4,1335
4,1338
4,1341
4,1342
4,1355
4,1356
4,1357
4,1359
4,1361
4,1364
4,1366
4,1379
4,1388
4,1392
4,1406
4,1412
4,1429
4,1432
4,1452
4,1455
4,1463
4,1464
4,1484
4,1486
4,1498
4,1499
4,1511
4,1522
4,1528
4,1550
4,1596
4,1629
4,1644
4,1646
4,1666
4,1823
4,1836
4,1838
4,1841
4,1844
4,1932
4,1944
4,1952
4,1984
4,1988
4,2004
4,2031
4,2032
4,2110
4,2128
4,2187
4,2202
4,2233
4,2243
4,2252
4,2253
4,2273
4,2288
4,2323
4,2408
4,2409
4,2419
4,2449
4,2490
4,2519
4,2552
4,2563
4,2584
4,2607
4,2608
4,2611
4,2612
4,2733
4,2750
4,2756
4,2759
4,2896
4,2937
4,3017
4,3062
4,3065
4,3115
4,3125
4,3130
4,3147
4,3150
4,3169
4,3180
4,3182
4,3209
4,3218
4,3242
4,3268
4,3293
4,3298
4,3313
4,3330
4,3422
4,3437
4,3460
4,3462
4,3469
4,3485
4,3495
4,3506
4,3515
4,3518
4,3554
4,3673
4,3674
4,3710
4,3748
4,3791
4,3818
4,3824
4,3833
4,3881
4,3896
5,80
5,99
5,126
5,152
5,189
5,197
5,236
5,288
5,290
5,350
5,400
5,402
5,471
5,480
5,504
5,562
5,574
5,603
5,614
5,620
5,684
5,723
5,738
5,780
5,793
5,825
5,848
5,856
5,874
5,1018
5,1064
5,1066
5,1087
5,1125
5,1138
5,1164
5,1180
5,1207
5,1210
5,1217
5,1230
5,1252
5,1265
5,1282
5,1287
5,1304
5,1307
5,1313
5,1318
5,1325
5,1326
5,1335
5,1346
5,1352
5,1388
5,1396
5,1398
5,1407
5,1443
5,1448
5,1463
5,1507
5,1511
5,1550
5,1591
5,1696
5,1805
5,1859
5,1973
5,1995
5,2005
5,2298
5,2448
5,2540
5,2785
5,3210
5,3386
5,3409
5,3430
5,3443
5,3556
5,3625
5,3639
5,3655
5,3689
5,3734
5,3790
5,3824
5,3846
5,3867
5,3879
7,5
7,30
7,31
7,32
7,46
7,65
7,73
7,92
7,93
7,104
7,142
7,175
7,191
7,196
7,237
7,255
7,275
7,317
7,331
7,351
7,369
7,383
7,395
7,406
7,499
7,500
7,505
7,509
7,545
7,563
7,582
7,617
7,633
7,638
7,642
7,651
7,776
7,799
7,810
7,866
7,876
7,878
7,888
7,904
7,936
7,939
7,950
7,956
7,960
7,966
7,980
7,996
7,1018
7,1037
7,1050
7,1059
7,1065
7,1118
7,1150
7,1160
7,1167
7,1185
7,1187
7,1270
7,1281
7,1353
7,1399
7,1500
7,1531
7,1663
7,1673
7,1682
7,1689
7,1692
7,1707
7,1710
7,1712
7,1730
7,1761
7,1769
7,1775
7,1819
7,1834
7,1850
7,1858
7,1865
7,1872
7,1884
7,1899
7,1914
7,1930
7,1939
7,1979
7,1985
7,2001
7,2002
7,2004
7,2050
7,2058
7,2085
7,2093
7,2098
7,2099
7,2101
7,2106
7,2118
7,2156
7,2170
7,2192
7,2199
7,2200
7,2222
7,2231
7,2236
7,2245
7,2272
7,2275
7,2348
7,2355
7,2361
7,2370
7,2495
7,2528
7,2567
7,2573
7,2584
7,2600
7,2731
7,2753
7,2803
7,2804
7,2805
7,2807
7,2809
7,3064
7,3128
7,3141
7,3177
7,3307
7,3341
7,3347
7,3361
7,3362
7,3365
7,3376
7,3385
7,3388
7,3392
7,3394
7,3402
7,3404
7,3476
7,3500
7,3519
7,3586
7,3613
7,3616
